## criterion bg1_dur(sec) fg_dur(sec) bg2_dur(sec) elapse_dur(sec) qd1 qd2 qd3 qd4 energy_band sigma_square t_skip(sec) disable_flag(0:disable;1:enable)
## Long Triggers
20 5.120000 0.128000 0.000000 0.768000 1 1 0 0 3 63 0 1
21 5.120000 0.128000 0.000000 0.768000 0 0 1 1 3 62 0 1
22 5.120000 0.128000 0.000000 0.768000 1 0 1 0 3 61 0 1
23 5.120000 0.128000 0.000000 0.768000 0 1 0 1 3 73 0 1
24 5.120000 0.256000 0.000000 1.088000 1 1 0 0 3 52 0 1
25 5.120000 0.256000 0.000000 1.088000 0 0 1 1 3 52 0 1
26 5.120000 0.256000 0.000000 1.088000 1 0 1 0 3 56 0 1
27 5.120000 0.256000 0.000000 1.088000 0 1 0 1 3 54 0 1
28 5.120000 0.512000 0.000000 1.600000 1 1 0 0 3 46 0 1
29 5.120000 0.512000 0.000000 1.600000 0 0 1 1 3 44 0 1
30 5.120000 0.512000 0.000000 1.600000 1 0 1 0 3 49 0 1
31 5.120000 0.512000 0.000000 1.600000 0 1 0 1 3 51 0 1
32 5.120000 0.128000 0.000000 0.768000 1 1 0 0 2 36 0 1
33 5.120000 0.128000 0.000000 0.768000 0 0 1 1 2 35 0 1
34 5.120000 0.128000 0.000000 0.768000 1 0 1 0 2 34 0 1
35 5.120000 0.128000 0.000000 0.768000 0 1 0 1 2 36 0 1
36 5.120000 0.256000 0.000000 1.088000 1 1 0 0 2 34 0 1
37 5.120000 0.256000 0.000000 1.088000 0 0 1 1 2 35 0 1
38 5.120000 0.256000 0.000000 1.088000 1 0 1 0 2 34 0 1
39 5.120000 0.256000 0.000000 1.088000 0 1 0 1 2 33 0 1
40 5.120000 0.512000 0.000000 1.600000 1 1 0 0 2 32 0 1
41 5.120000 0.512000 0.000000 1.600000 0 0 1 1 2 35 0 1
42 5.120000 0.512000 0.000000 1.600000 1 0 1 0 2 33 0 1
43 5.120000 0.512000 0.000000 1.600000 0 1 0 1 2 33 0 1
44 5.120000 0.512000 0.000000 1.600000 1 0 0 0 2 32 0 1
45 5.120000 0.512000 0.000000 1.600000 0 1 0 0 2 30 0 1
46 5.120000 0.512000 0.000000 1.600000 0 0 1 0 2 32 0 1
47 5.120000 0.512000 0.000000 1.600000 0 0 0 1 2 31 0 1
48 5.120000 0.128000 0.000000 0.768000 1 1 0 0 0 42 0 1
49 5.120000 0.128000 0.000000 0.768000 0 0 1 1 0 38 0 1
50 5.120000 0.128000 0.000000 0.768000 1 0 1 0 0 37 0 1
51 5.120000 0.128000 0.000000 0.768000 0 1 0 1 0 38 0 1
52 5.120000 0.256000 0.000000 1.088000 1 1 0 0 0 39 0 1
53 5.120000 0.256000 0.000000 1.088000 0 0 1 1 0 40 0 1
54 5.120000 0.256000 0.000000 1.088000 1 0 1 0 0 39 0 1
55 5.120000 0.256000 0.000000 1.088000 0 1 0 1 0 40 0 1
56 5.120000 0.512000 0.000000 1.600000 1 1 0 0 0 41 0 1
57 5.120000 0.512000 0.000000 1.600000 0 0 1 1 0 40 0 1
58 5.120000 0.512000 0.000000 1.600000 1 0 1 0 0 38 0 1
59 5.120000 0.512000 0.000000 1.600000 0 1 0 1 0 38 0 1
60 5.120000 0.128000 0.000000 0.768000 1 1 0 0 1 38 0 1
61 5.120000 0.128000 0.000000 0.768000 0 0 1 1 1 37 0 1
62 5.120000 0.128000 0.000000 0.768000 1 0 1 0 1 39 0 1
63 5.120000 0.128000 0.000000 0.768000 0 1 0 1 1 37 0 1
64 5.120000 0.256000 0.000000 1.088000 1 1 0 0 1 36 0 1
65 5.120000 0.256000 0.000000 1.088000 0 0 1 1 1 40 0 1
66 5.120000 0.256000 0.000000 1.088000 1 0 1 0 1 38 0 1
67 5.120000 0.256000 0.000000 1.088000 0 1 0 1 1 38 0 1
68 5.120000 0.512000 0.000000 1.600000 1 1 0 0 1 48 0 1
69 5.120000 0.512000 0.000000 1.600000 0 0 1 1 1 41 0 1
70 5.120000 0.512000 0.000000 1.600000 1 0 1 0 1 44 0 1
71 5.120000 0.512000 0.000000 1.600000 0 1 0 1 1 38 0 1
72 5.120000 0.512000 0.000000 1.600000 1 0 0 0 1 40 0 1
73 5.120000 0.512000 0.000000 1.600000 0 1 0 0 1 37 0 1
74 5.120000 0.512000 0.000000 1.600000 0 0 1 0 1 37 0 1
75 5.120000 0.512000 0.000000 1.600000 0 0 0 1 1 35 0 1
76 5.120000 0.128000 2.560000 0.768000 1 1 0 0 3 58 0 1
77 5.120000 0.128000 2.560000 0.768000 0 0 1 1 3 60 0 1
78 5.120000 0.128000 2.560000 0.768000 1 0 1 0 3 55 0 1
79 5.120000 0.128000 2.560000 0.768000 0 1 0 1 3 70 0 1
80 5.120000 0.256000 2.560000 1.088000 1 1 0 0 3 44 0 1
81 5.120000 0.256000 2.560000 1.088000 0 0 1 1 3 45 0 1
82 5.120000 0.256000 2.560000 1.088000 1 0 1 0 3 48 0 1
83 5.120000 0.256000 2.560000 1.088000 0 1 0 1 3 54 0 1
84 5.120000 0.128000 2.560000 0.768000 1 1 0 0 2 37 0 1
85 5.120000 0.128000 2.560000 0.768000 0 0 1 1 2 37 0 1
86 5.120000 0.128000 2.560000 0.768000 1 0 1 0 2 34 0 1
87 5.120000 0.128000 2.560000 0.768000 0 1 0 1 2 37 0 1
88 5.120000 0.256000 2.560000 1.088000 1 1 0 0 2 33 0 1
89 5.120000 0.256000 2.560000 1.088000 0 0 1 1 2 33 0 1
90 5.120000 0.256000 2.560000 1.088000 1 0 1 0 2 34 0 1
91 5.120000 0.256000 2.560000 1.088000 0 1 0 1 2 33 0 1
92 5.120000 0.256000 2.560000 1.088000 1 0 0 0 2 31 0 1
93 5.120000 0.256000 2.560000 1.088000 0 1 0 0 2 34 0 1
94 5.120000 0.256000 2.560000 1.088000 0 0 1 0 2 34 0 1
95 5.120000 0.256000 2.560000 1.088000 0 0 0 1 2 31 0 1
96 5.120000 0.128000 2.560000 0.768000 1 1 0 0 0 41 0 1
97 5.120000 0.128000 2.560000 0.768000 0 0 1 1 0 40 0 1
98 5.120000 0.128000 2.560000 0.768000 1 0 1 0 0 39 0 1
99 5.120000 0.128000 2.560000 0.768000 0 1 0 1 0 36 0 1
100 5.120000 0.256000 2.560000 1.088000 1 1 0 0 0 43 0 1
101 5.120000 0.256000 2.560000 1.088000 0 0 1 1 0 35 0 1
102 5.120000 0.256000 2.560000 1.088000 1 0 1 0 0 38 0 1
103 5.120000 0.256000 2.560000 1.088000 0 1 0 1 0 39 0 1
104 5.120000 0.128000 2.560000 0.768000 1 1 0 0 1 42 0 1
105 5.120000 0.128000 2.560000 0.768000 0 0 1 1 1 38 0 1
106 5.120000 0.128000 2.560000 0.768000 1 0 1 0 1 39 0 1
107 5.120000 0.128000 2.560000 0.768000 0 1 0 1 1 38 0 1
108 5.120000 0.256000 2.560000 1.088000 1 1 0 0 1 39 0 1
109 5.120000 0.256000 2.560000 1.088000 0 0 1 1 1 35 0 1
110 5.120000 0.256000 2.560000 1.088000 1 0 1 0 1 40 0 1
111 5.120000 0.256000 2.560000 1.088000 0 1 0 1 1 39 0 1
112 5.120000 0.256000 2.560000 1.088000 1 0 0 0 1 35 0 1
113 5.120000 0.256000 2.560000 1.088000 0 1 0 0 1 36 0 1
114 5.120000 0.256000 2.560000 1.088000 0 0 1 0 1 32 0 1
115 5.120000 0.256000 2.560000 1.088000 0 0 0 1 1 33 0 1
116 5.120000 0.128000 0.000000 0.768000 1 1 1 1 0 41 0 1
117 5.120000 0.256000 0.000000 1.088000 1 1 1 1 0 46 0 1
118 5.120000 0.512000 0.000000 1.600000 1 1 1 1 0 66 0 1
119 5.120000 0.128000 0.000000 0.768000 1 1 1 1 1 44 0 1
120 5.120000 0.256000 0.000000 1.088000 1 1 1 1 1 51 0 1
121 5.120000 0.512000 0.000000 1.600000 1 1 1 1 1 63 0 1
122 5.120000 0.128000 0.000000 0.768000 1 1 1 1 2 39 0 1
123 5.120000 0.256000 0.000000 1.088000 1 1 1 1 2 38 0 1
124 5.120000 0.512000 0.000000 1.600000 1 1 1 1 2 39 0 1
125 5.120000 0.128000 0.000000 0.768000 1 1 1 1 3 102 0 1
126 5.120000 0.256000 0.000000 1.088000 1 1 1 1 3 80 0 1
127 5.120000 0.512000 0.000000 1.600000 1 1 1 1 3 66 0 1
128 10.240000 1.024000 0.000000 3.200000 1 1 1 1 0 75 0 1
129 10.240000 1.024000 0.000000 3.200000 1 1 0 0 0 57 0 1
130 10.240000 1.024000 0.000000 3.200000 0 0 1 1 0 44 0 1
131 10.240000 1.024000 0.000000 3.200000 1 0 1 0 0 47 0 1
132 10.240000 1.024000 0.000000 3.200000 0 1 0 1 0 46 0 1
133 10.240000 1.024000 0.000000 3.200000 1 0 0 0 0 44 0 1
134 10.240000 1.024000 0.000000 3.200000 0 1 0 0 0 38 0 1
135 10.240000 1.024000 0.000000 3.200000 0 0 1 0 0 35 0 1
136 10.240000 1.024000 0.000000 3.200000 0 0 0 1 0 34 0 1
137 10.240000 1.024000 0.000000 3.200000 1 1 1 1 1 94 0 1
138 10.240000 1.024000 0.000000 3.200000 1 1 0 0 1 68 0 1
139 10.240000 1.024000 0.000000 3.200000 0 0 1 1 1 58 0 1
140 10.240000 1.024000 0.000000 3.200000 1 0 1 0 1 53 0 1
141 10.240000 1.024000 0.000000 3.200000 0 1 0 1 1 56 0 1
142 10.240000 1.024000 0.000000 3.200000 1 0 0 0 1 40 0 1
143 10.240000 1.024000 0.000000 3.200000 0 1 0 0 1 47 0 1
144 10.240000 1.024000 0.000000 3.200000 0 0 1 0 1 36 0 1
145 10.240000 1.024000 0.000000 3.200000 0 0 0 1 1 42 0 1
146 10.240000 1.024000 0.000000 3.200000 1 1 1 1 2 44 0 1
147 10.240000 1.024000 0.000000 3.200000 1 1 0 0 2 41 0 1
148 10.240000 1.024000 0.000000 3.200000 0 0 1 1 2 38 0 1
149 10.240000 1.024000 0.000000 3.200000 1 0 1 0 2 37 0 1
150 10.240000 1.024000 0.000000 3.200000 0 1 0 1 2 40 0 1
151 10.240000 1.024000 0.000000 3.200000 1 0 0 0 2 37 0 1
152 10.240000 1.024000 0.000000 3.200000 0 1 0 0 2 38 0 1
153 10.240000 1.024000 0.000000 3.200000 0 0 1 0 2 32 0 1
154 10.240000 1.024000 0.000000 3.200000 0 0 0 1 2 35 0 1
155 10.240000 1.024000 0.000000 3.200000 1 1 1 1 3 62 0 1
156 10.240000 1.024000 0.000000 3.200000 1 1 0 0 3 52 0 1
157 10.240000 1.024000 0.000000 3.200000 0 0 1 1 3 49 0 1
158 10.240000 1.024000 0.000000 3.200000 1 0 1 0 3 48 0 1
159 10.240000 1.024000 0.000000 3.200000 0 1 0 1 3 43 0 1
160 10.240000 1.024000 0.000000 3.200000 1 0 0 0 3 41 0 1
161 10.240000 1.024000 0.000000 3.200000 0 1 0 0 3 46 0 1
162 10.240000 1.024000 0.000000 3.200000 0 0 1 0 3 44 0 1
163 10.240000 1.024000 0.000000 3.200000 0 0 0 1 3 41 0 1
164 5.120000 0.512000 2.560000 1.600000 1 1 0 0 0 42 0 1
165 5.120000 0.512000 2.560000 1.600000 0 0 1 1 0 37 0 1
166 5.120000 0.512000 2.560000 1.600000 1 0 1 0 0 40 0 1
167 5.120000 0.512000 2.560000 1.600000 0 1 0 1 0 37 0 1
168 5.120000 0.512000 2.560000 1.600000 1 0 0 0 0 33 0 1
169 5.120000 0.512000 2.560000 1.600000 0 1 0 0 0 39 0 1
170 5.120000 0.512000 2.560000 1.600000 0 0 1 0 0 37 0 1
171 5.120000 0.512000 2.560000 1.600000 0 0 0 1 0 30 0 1
172 5.120000 0.512000 2.560000 1.600000 1 1 0 0 1 38 0 1
173 5.120000 0.512000 2.560000 1.600000 0 0 1 1 1 33 0 1
174 5.120000 0.512000 2.560000 1.600000 1 0 1 0 1 38 0 1
175 5.120000 0.512000 2.560000 1.600000 0 1 0 1 1 34 0 1
176 5.120000 0.512000 2.560000 1.600000 1 0 0 0 1 36 0 1
177 5.120000 0.512000 2.560000 1.600000 0 1 0 0 1 36 0 1
178 5.120000 0.512000 2.560000 1.600000 0 0 1 0 1 32 0 1
179 5.120000 0.512000 2.560000 1.600000 0 0 0 1 1 29 0 1
180 5.120000 0.512000 2.560000 1.600000 1 1 0 0 2 30 0 1
181 5.120000 0.512000 2.560000 1.600000 0 0 1 1 2 34 0 1
182 5.120000 0.512000 2.560000 1.600000 1 0 1 0 2 32 0 1
